sample156,93,350,340,327,311,286,258,227,193,161,137
sample15,1,0,0,0,0,0,0,0,0,0,0
sample155,260,564,550,537,516,490,444,403,351,297,230
sample159,186,533,525,510,494,479,435,398,348,306,272
sample161,32,29,19,16,12,6,4,0,0,0,0
sample158,281,664,649,638,624,599,558,525,475,429,356
sample160,185,476,454,435,404,388,346,313,288,247,213
sample157,169,622,643,620,603,573,549,518,479,456,393
sample162,77,200,198,189,169,159,135,115,105,85,66
sample16,0,1,1,0,0,0,0,0,0,0,0
sample165,6,23,26,21,18,17,12,7,6,4,2
sample163,263,567,560,543,533,512,481,434,399,348,294
sample164,127,362,356,348,329,306,284,243,218,178,147
sample167,148,448,439,425,413,390,347,332,292,263,220
sample166,156,465,464,450,435,427,401,399,362,319,284
sample170,101,213,207,175,158,127,102,90,70,63,46
sample168,109,375,376,372,362,332,303,288,262,235,199
sample169,133,343,335,309,300,284,266,251,219,186,161
sample171,24,96,101,94,93,85,87,76,67,63,58
sample172,33,158,158,157,151,138,124,110,94,83,73
sample174,65,206,191,191,182,163,151,135,120,108,87
sample175,9,45,56,49,50,50,47,41,35,25,22
sample17,17,95,111,111,108,106,107,101,95,87,85
sample173,144,466,452,445,430,412,372,334,302,249,220
sample178,30,135,133,125,117,109,92,89,77,66,63
sample180,32,158,151,145,136,128,119,104,88,81,73
sample177,40,213,215,212,201,181,171,151,129,116,100
sample179,61,178,178,165,164,139,122,110,91,78,70
sample181,34,113,118,107,100,95,85,82,68,62,56
sample176,3,56,58,58,58,55,50,51,46,38,35
sample182,31,142,135,131,122,112,97,83,80,71,65
sample183,19,117,123,121,116,113,108,104,98,81,76
sample184,30,130,132,125,115,105,97,86,74,73,66
sample18,23,86,102,102,100,94,88,86,81,77,72
sample187,9,58,61,61,60,55,51,45,39,34,30
sample185,43,147,148,139,130,119,105,94,89,80,77
sample186,42,153,152,133,121,100,89,79,65,57,48
sample190,36,105,103,99,92,86,79,68,61,58,48
sample191,23,131,135,132,119,110,103,97,88,85,76
sample188,61,240,237,233,218,201,179,150,121,109,94
sample20,5,9,18,19,18,17,18,15,18,17,16
sample192,63,257,267,251,246,238,222,202,187,160,135
sample2,3,1,1,1,1,1,1,1,1,1,0
sample22,10,60,69,69,67,67,65,64,59,57,58
sample189,101,353,365,348,333,328,303,278,250,221,186
sample23,13,31,55,58,51,51,47,46,43,41,37
sample26,10,63,78,75,71,66,66,65,62,57,53
sample25,42,195,201,197,193,189,187,179,179,173,163
sample19,1,2,3,3,3,3,3,3,3,3,4
sample29,13,40,74,76,76,75,73,71,67,66,61
sample24,30,151,209,199,199,194,180,176,166,154,146
sample28,41,206,243,235,234,226,217,210,206,199,176
sample3,6,3,3,3,3,2,2,2,1,1,2
sample31,10,25,46,44,38,35,29,24,22,18,19
sample30,42,225,240,232,221,222,216,205,193,179,176
sample27,106,476,496,483,471,453,455,439,426,403,368
sample21,0,1,3,3,3,3,2,2,2,2,2
sample35,5,12,15,15,14,14,13,13,14,13,14
sample37,0,4,6,5,5,5,5,4,4,4,4
sample34,14,42,51,45,43,42,41,37,33,31,28
sample36,1,1,8,9,8,8,8,8,8,8,7
sample38,3,3,8,8,8,7,7,6,6,6,6
sample32,73,287,301,292,291,286,280,264,253,236,223
sample33,86,463,479,471,458,462,436,427,412,395,373
sample40,12,35,58,57,58,57,53,47,40,36,34
sample39,10,23,35,39,38,33,35,31,32,23,22
sample41,8,32,38,34,31,29,24,22,22,18,18
sample42,3,8,15,15,14,14,12,12,11,8,7
sample43,22,89,119,122,116,113,106,100,99,92,88
sample4,0,0,0,0,0,0,0,0,0,0,0
sample48,8,45,65,65,63,60,55,55,53,51,49
sample47,7,15,26,28,26,25,26,23,23,22,20
sample44,30,123,140,132,128,125,118,110,98,92,79
sample50,5,8,17,18,18,16,16,14,14,13,10
sample46,34,151,158,152,144,141,131,124,114,106,101
sample49,23,84,96,92,86,84,83,80,77,75,75
sample45,64,311,327,321,304,295,279,273,269,254,231
sample52,25,106,111,108,103,98,97,92,85,80,75
sample53,32,121,160,157,143,141,133,128,119,107,100
sample5,21,70,91,84,84,81,82,79,73,73,72
sample51,43,203,229,219,208,202,195,179,173,157,145
sample59,1,0,5,5,5,3,3,2,2,1,1
sample55,0,0,1,1,0,0,0,0,0,0,0
sample60,17,57,83,81,78,77,73,76,70,71,69
sample63,1,2,8,8,7,7,6,6,4,3,3
sample54,41,230,234,231,217,211,202,190,182,175,168
sample62,15,45,79,79,77,71,70,64,61,59,53
sample57,80,294,304,291,282,270,249,236,220,204,184
sample58,0,0,0,0,0,0,0,0,0,0,0
sample61,1,3,4,2,2,1,1,1,1,1,1
sample56,1,0,0,0,0,0,0,0,0,0,0
sample68,5,2,9,9,8,7,7,5,5,5,4
sample66,12,27,43,46,47,45,43,42,38,35,32
sample64,43,205,241,230,226,217,203,192,178,162,150
sample65,4,20,32,33,33,32,30,28,26,23,23
sample6,31,86,126,124,117,115,111,111,101,98,93
sample69,3,6,14,14,14,14,13,12,11,10,11
sample67,5,31,46,46,45,42,33,29,25,23,18
sample71,6,3,11,8,10,6,5,4,2,2,1
sample72,1,13,31,29,26,26,25,26,24,21,19
sample73,10,25,50,51,53,52,47,43,42,40,38
sample74,8,24,57,56,53,52,51,43,43,41,39
sample76,13,27,53,52,49,46,42,43,42,38,34
sample70,53,266,299,290,283,277,263,255,239,235,229
sample77,32,65,98,100,95,80,77,69,62,52,42
sample7,20,46,54,55,53,49,48,46,43,39,35
sample81,19,67,92,90,87,83,77,75,70,69,59
sample83,13,43,65,64,66,63,60,56,55,58,59
sample82,2,0,1,2,2,2,1,1,0,0,0
sample78,71,385,437,417,413,397,374,360,332,316,285
sample80,26,183,204,201,185,171,164,153,151,139,118
sample85,6,3,8,7,8,8,8,6,5,4,3
sample79,47,184,253,248,230,217,204,183,167,151,125
sample8,8,3,24,27,25,22,22,23,22,22,20
sample89,11,25,48,50,49,47,44,44,44,42,39
sample88,4,0,3,3,3,2,2,2,2,2,2
sample87,11,52,81,80,77,75,75,72,68,59,57
sample86,25,90,97,95,93,90,88,81,80,75,73
sample90,21,78,95,95,89,81,82,77,73,71,67
sample75,2,0,0,0,0,0,0,0,0,0,0
sample84,1,1,0,0,0,0,0,0,0,0,0
sample9,113,516,532,529,521,520,517,510,501,490,489
sample93,44,212,231,217,198,191,175,171,153,127,119
sample92,38,197,243,231,219,212,206,196,181,168,154
sample94,62,297,322,315,297,286,274,252,236,206,192
sample96,50,228,273,261,260,253,244,225,221,210,195
sample91,90,320,388,378,366,347,324,302,294,277,256
sample95,74,385,416,398,372,360,348,323,302,282,257
sample97,113,343,326,312,286,275,252,223,180,157,121
sample98,257,506,497,478,473,444,428,394,344,302,260
sample99,72,247,250,242,226,204,184,158,132,112,103
